Mutated: 2000, 0.01, 0, 2.75242898571754
True: 2000, 0.01, 0, 2.5891465358005634
Mutated: 2000, 0.01, 1, 11.139792128970964
True: 2000, 0.01, 1, 9.044178255194954
Mutated: 2000, 0.02, 0, 2.704842165805735
True: 2000, 0.02, 0, 2.7611417493464048
Mutated: 2000, 0.02, 1, 9.905750969131475
True: 2000, 0.02, 1, 6.021204527055637
Mutated: 2000, 0.03, 0, 2.7030124857541935
True: 2000, 0.03, 0, 2.761275372249605
Mutated: 2000, 0.03, 1, 9.942613920048366
True: 2000, 0.03, 1, 8.655672418858435
Mutated: 2000, 0.04, 0, 2.665513215723781
True: 2000, 0.04, 0, 2.90479248010263
Mutated: 2000, 0.04, 1, 11.616733730610843
True: 2000, 0.04, 1, 6.981987026062453
Mutated: 2000, 0.05, 0, 2.850634584410311
True: 2000, 0.05, 0, 2.957755223860944
Mutated: 2000, 0.05, 1, 12.742530666743164
True: 2000, 0.05, 1, 10.898933642194125
Mutated: 2000, 0.1, 0, 2.6765651059345608
True: 2000, 0.1, 0, 2.7050953163172804
Mutated: 2000, 0.1, 1, 8.96760561309059
True: 2000, 0.1, 1, 7.949571103367334
Mutated: 2000, 0.15, 0, 2.6016968845466963
True: 2000, 0.15, 0, 2.714363595661549
Mutated: 2000, 0.15, 1, 8.663481891615858
True: 2000, 0.15, 1, 6.2567206900302175
Mutated: 2000, 0.2, 0, 2.677304666964991
True: 2000, 0.2, 0, 2.8094138076374247
Mutated: 2000, 0.2, 1, 21.250674335434464
True: 2000, 0.2, 1, 6.837843494426543
Mutated: 2000, 0.3, 0, 2.6204586544990778
True: 2000, 0.3, 0, 2.7067192334648222
Mutated: 2000, 0.3, 1, 7.1337938359389685
True: 2000, 0.3, 1, 9.059734086819756
Mutated: 2000, 0.4, 0, 2.5777818196726017
True: 2000, 0.4, 0, 2.7526915038051496
Mutated: 2000, 0.4, 1, -1217.8898213530504
True: 2000, 0.4, 1, 9.015118669296486
Mutated: 2000, 0.5, 0, 2.551759778152318
True: 2000, 0.5, 0, 2.6383977063135475
Mutated: 2000, 0.5, 1, -16.994119155570612
True: 2000, 0.5, 1, 5.995701681723197
