2000, 0, 0, 1.959885884526905
2000, 0, 1, 2.8766244327796513
2000, 0.01, 0, 1.9752211595240405
2000, 0.01, 1, 2.764925100433473
2000, 0.05, 0, 2.095660640003979
2000, 0.05, 1, 4.016992226383586
2000, 0.1, 0, 2.190926298110404
2000, 0.1, 1, 3.3154388531659307
2000, 0.15, 0, 2.280037291253864
2000, 0.15, 1, 3.879147293258048
2000, 0.2, 0, 2.336875079823163
2000, 0.2, 1, 4.665936289738566
2000, 0.25, 0, 2.422504605578014
2000, 0.25, 1, 4.153083838998386
2000, 0.3, 0, 2.361362243882541
2000, 0.3, 1, 4.238879859232897
2000, 0.4, 0, 2.523529319501322
2000, 0.4, 1, 4.586873509898726
2000, 0.5, 0, 2.7654719681439954
2000, 0.5, 1, 6.628801370604539
