2000, 0, 0, 1.8460729949800683
2000, 0, 1, 2.6136022402589534
2000, 0.01, 0, 1.9566603453203832
2000, 0.01, 1, 2.439424139934986
2000, 0.05, 0, 1.9531716711758706
2000, 0.05, 1, 2.848145701109942
2000, 0.1, 0, 2.0360663844637967
2000, 0.1, 1, 2.5251950992159307
2000, 0.15, 0, 2.149663959582691
2000, 0.15, 1, 3.2145359519322945
2000, 0.2, 0, 2.148278828063274
2000, 0.2, 1, 4.014114283124469
2000, 0.25, 0, 2.0167885393869964
2000, 0.25, 1, 2.8680790061651718
2000, 0.3, 0, 2.118128586955464
2000, 0.3, 1, 4.031471372377504
2000, 0.4, 0, 2.061596137221102
2000, 0.4, 1, 3.7955491442552884
2000, 0.5, 0, 2.118565872050166
2000, 0.5, 1, 3.620553563892657
