2000, 0, 0, 2.045637209251347
2000, 0, 1, 2.0941370093168024
2000, 0.01, 0, 2.1079855394541362
2000, 0.01, 1, 2.0415787469771396
2000, 0.05, 0, 2.170866057207427
2000, 0.05, 1, 2.2182242376848134
2000, 0.1, 0, 2.3292207581368802
2000, 0.1, 1, 2.40423671194531
2000, 0.15, 0, 2.46305615284851
2000, 0.15, 1, 3.3064482897479595
2000, 0.2, 0, 2.517660163933752
2000, 0.2, 1, 3.28534562402791
2000, 0.25, 0, 2.7625456808297177
2000, 0.25, 1, 4.095525551529337
2000, 0.3, 0, 2.9306268219448337
2000, 0.3, 1, 4.354628619019893
2000, 0.4, 0, 3.0164842035445663
2000, 0.4, 1, 7.465144654094877
2000, 0.5, 0, 3.305815002178555
2000, 0.5, 1, 4.991158880662189
