Mutated: 2000, 0.01, 0, 8.030897811371284
True: 2000, 0.01, 0, 8.558436911674951
Mutated: 2000, 0.01, 1, -3.860447477865857
True: 2000, 0.01, 1, -5.774529497505256
Mutated: 2000, 0.02, 0, 7.787710792366205
True: 2000, 0.02, 0, 8.261281177107211
Mutated: 2000, 0.02, 1, -10.119608549836244
True: 2000, 0.02, 1, -6.057527688684031
Mutated: 2000, 0.03, 0, 6.609253052678248
True: 2000, 0.03, 0, 8.137541610512114
Mutated: 2000, 0.03, 1, -5.54220162372052
True: 2000, 0.03, 1, -6.123162299602573
Mutated: 2000, 0.04, 0, 6.642720290828133
True: 2000, 0.04, 0, 8.221468421894507
Mutated: 2000, 0.04, 1, -3.30846319340162
True: 2000, 0.04, 1, -5.9549067897808605
Mutated: 2000, 0.05, 0, 6.701142851500906
True: 2000, 0.05, 0, 7.9311014397570085
Mutated: 2000, 0.05, 1, -4.813226678505172
True: 2000, 0.05, 1, -5.6854657842119884
Mutated: 2000, 0.1, 0, 6.1419891484578875
True: 2000, 0.1, 0, 8.835641095578731
Mutated: 2000, 0.1, 1, -3.598472650556708
True: 2000, 0.1, 1, -5.183989596453222
Mutated: 2000, 0.15, 0, 7.733962057658294
True: 2000, 0.15, 0, 8.24569271609856
Mutated: 2000, 0.15, 1, -5.492519693121397
True: 2000, 0.15, 1, -4.007763061359588
Mutated: 2000, 0.2, 0, 6.927451134490716
True: 2000, 0.2, 0, 8.378798446645389
Mutated: 2000, 0.2, 1, -3.493777407869728
True: 2000, 0.2, 1, -5.061408774456363
Mutated: 2000, 0.3, 0, 7.226805243962261
True: 2000, 0.3, 0, 7.855575675210906
Mutated: 2000, 0.3, 1, -3.76286930250665
True: 2000, 0.3, 1, -6.052863004150108
Mutated: 2000, 0.4, 0, 7.099042711514188
True: 2000, 0.4, 0, 7.808404176327762
Mutated: 2000, 0.4, 1, -3.2477637648721918
True: 2000, 0.4, 1, -5.423187141485572
Mutated: 2000, 0.5, 0, 7.445527342019678
True: 2000, 0.5, 0, 8.694253140714704
Mutated: 2000, 0.5, 1, -2.6176955364738763
True: 2000, 0.5, 1, -4.309420640541835
