Epoch 0|Total loss: 19220.669921875|Reconstruction loss: 19076.9375|KL divergence: 143.73324584960938|Epoch time: 17.64497208595276
Epoch 1|Total loss: 16922.03125|Reconstruction loss: 16652.296875|KL divergence: 269.7344970703125|Epoch time: 17.487231969833374
Epoch 2|Total loss: 15136.9697265625|Reconstruction loss: 14701.458984375|KL divergence: 435.5108642578125|Epoch time: 17.539024829864502
Epoch 3|Total loss: 13963.15234375|Reconstruction loss: 13426.6083984375|KL divergence: 536.5437622070312|Epoch time: 18.90462017059326
Epoch 4|Total loss: 13080.4111328125|Reconstruction loss: 12500.8974609375|KL divergence: 579.5133056640625|Epoch time: 18.83756184577942
Epoch 5|Total loss: 12598.9365234375|Reconstruction loss: 11982.6416015625|KL divergence: 616.2946166992188|Epoch time: 19.18110990524292
Epoch 6|Total loss: 12398.7578125|Reconstruction loss: 11715.6630859375|KL divergence: 683.0949096679688|Epoch time: 18.797714948654175
Epoch 7|Total loss: 12231.2109375|Reconstruction loss: 11557.35546875|KL divergence: 673.8558349609375|Epoch time: 18.90174698829651
Epoch 8|Total loss: 12239.6162109375|Reconstruction loss: 11558.7548828125|KL divergence: 680.8615112304688|Epoch time: 19.550328016281128
Epoch 9|Total loss: 11984.4453125|Reconstruction loss: 11313.326171875|KL divergence: 671.1189575195312|Epoch time: 18.83756685256958
Epoch 10|Total loss: 11884.0869140625|Reconstruction loss: 11173.6044921875|KL divergence: 710.4828491210938|Epoch time: 18.77241802215576
Epoch 11|Total loss: 11575.953125|Reconstruction loss: 10844.53515625|KL divergence: 731.41748046875|Epoch time: 18.68022084236145
Epoch 12|Total loss: 11565.3154296875|Reconstruction loss: 10842.8525390625|KL divergence: 722.462646484375|Epoch time: 18.44311809539795
Epoch 13|Total loss: 11818.072265625|Reconstruction loss: 11090.3310546875|KL divergence: 727.7410278320312|Epoch time: 18.513691902160645
Epoch 14|Total loss: 11326.099609375|Reconstruction loss: 10570.373046875|KL divergence: 755.7263793945312|Epoch time: 18.41554570198059
Epoch 15|Total loss: 11502.5771484375|Reconstruction loss: 10763.76171875|KL divergence: 738.8158569335938|Epoch time: 18.404287099838257
Epoch 16|Total loss: 11310.0126953125|Reconstruction loss: 10548.603515625|KL divergence: 761.4093017578125|Epoch time: 18.279072046279907
Epoch 17|Total loss: 11570.833984375|Reconstruction loss: 10796.37109375|KL divergence: 774.462890625|Epoch time: 18.458431005477905
Epoch 18|Total loss: 11064.2275390625|Reconstruction loss: 10308.1015625|KL divergence: 756.1260986328125|Epoch time: 18.403167963027954
Epoch 19|Total loss: 11146.7861328125|Reconstruction loss: 10343.134765625|KL divergence: 803.651123046875|Epoch time: 19.924796104431152
Epoch 20|Total loss: 11215.1259765625|Reconstruction loss: 10442.6640625|KL divergence: 772.4615478515625|Epoch time: 18.324947357177734
Epoch 21|Total loss: 10938.3330078125|Reconstruction loss: 10131.240234375|KL divergence: 807.0928344726562|Epoch time: 18.565359115600586
Epoch 22|Total loss: 10832.0986328125|Reconstruction loss: 10038.439453125|KL divergence: 793.6588134765625|Epoch time: 18.689916133880615
Epoch 23|Total loss: 10963.501953125|Reconstruction loss: 10134.927734375|KL divergence: 828.5739135742188|Epoch time: 18.28227925300598
Epoch 24|Total loss: 10859.1826171875|Reconstruction loss: 10014.3935546875|KL divergence: 844.7891845703125|Epoch time: 18.68290090560913
Epoch 25|Total loss: 10706.33203125|Reconstruction loss: 9876.2021484375|KL divergence: 830.1298217773438|Epoch time: 17.96867799758911
Epoch 26|Total loss: 10739.0146484375|Reconstruction loss: 9897.87890625|KL divergence: 841.135986328125|Epoch time: 17.876001119613647
Epoch 27|Total loss: 10722.9150390625|Reconstruction loss: 9815.6484375|KL divergence: 907.2670288085938|Epoch time: 17.639439821243286
Epoch 28|Total loss: 10513.40625|Reconstruction loss: 9606.30859375|KL divergence: 907.0972900390625|Epoch time: 17.55782198905945
Epoch 29|Total loss: 10578.576171875|Reconstruction loss: 9668.01953125|KL divergence: 910.5565185546875|Epoch time: 17.553565979003906
Epoch 30|Total loss: 10599.810546875|Reconstruction loss: 9683.0830078125|KL divergence: 916.7271118164062|Epoch time: 17.662076950073242
Epoch 31|Total loss: 10552.27734375|Reconstruction loss: 9659.0869140625|KL divergence: 893.1903076171875|Epoch time: 17.617234230041504
