Epoch 0|Total loss: 19220.669921875|Reconstruction loss: 19076.9375|KL divergence: 143.73324584960938|Epoch time: 17.64497208595276
Epoch 32|Total loss: 10389.1875|Reconstruction loss: 9507.4072265625|KL divergence: 881.7802734375|Epoch time: 17.589360237121582
Epoch 33|Total loss: 10561.541015625|Reconstruction loss: 9596.23046875|KL divergence: 965.3101806640625|Epoch time: 18.96323871612549
Epoch 34|Total loss: 10452.6513671875|Reconstruction loss: 9565.6083984375|KL divergence: 887.0432739257812|Epoch time: 17.921040773391724
Epoch 35|Total loss: 10581.962890625|Reconstruction loss: 9619.5302734375|KL divergence: 962.4328002929688|Epoch time: 17.78674006462097
Epoch 36|Total loss: 10492.22265625|Reconstruction loss: 9546.6591796875|KL divergence: 945.5638427734375|Epoch time: 17.891966104507446
Epoch 37|Total loss: 10539.2001953125|Reconstruction loss: 9711.2724609375|KL divergence: 827.927978515625|Epoch time: 18.194597244262695
Epoch 38|Total loss: 10533.1298828125|Reconstruction loss: 9686.9501953125|KL divergence: 846.179931640625|Epoch time: 16.63408613204956
Epoch 39|Total loss: 10288.7646484375|Reconstruction loss: 9364.568359375|KL divergence: 924.1959228515625|Epoch time: 16.502974033355713
Epoch 40|Total loss: 10319.0986328125|Reconstruction loss: 9471.6171875|KL divergence: 847.4818725585938|Epoch time: 19.972893953323364
Epoch 41|Total loss: 10413.0947265625|Reconstruction loss: 9543.3427734375|KL divergence: 869.7515869140625|Epoch time: 17.339655876159668
Epoch 42|Total loss: 10267.1748046875|Reconstruction loss: 9430.3115234375|KL divergence: 836.8634033203125|Epoch time: 17.42069697380066
Epoch 43|Total loss: 10213.4404296875|Reconstruction loss: 9337.2294921875|KL divergence: 876.2105712890625|Epoch time: 16.292286157608032
Epoch 44|Total loss: 10211.451171875|Reconstruction loss: 9404.3515625|KL divergence: 807.0997314453125|Epoch time: 17.255496978759766
Epoch 45|Total loss: 9990.501953125|Reconstruction loss: 9141.142578125|KL divergence: 849.359619140625|Epoch time: 17.231241941452026
Epoch 46|Total loss: 10193.9267578125|Reconstruction loss: 9339.533203125|KL divergence: 854.3933715820312|Epoch time: 17.15195393562317
Epoch 47|Total loss: 10176.8193359375|Reconstruction loss: 9299.1904296875|KL divergence: 877.6293334960938|Epoch time: 17.25800108909607
Epoch 48|Total loss: 10329.359375|Reconstruction loss: 9433.677734375|KL divergence: 895.6818237304688|Epoch time: 17.309129238128662
Epoch 49|Total loss: 10332.125|Reconstruction loss: 9434.9921875|KL divergence: 897.1328125|Epoch time: 17.16472101211548
