Epoch 0|Total loss: 18943.951171875|Reconstruction loss: 18824.1171875|KL divergence: 119.83468627929688|Epoch time: 20.797854900360107
Epoch 1|Total loss: 17531.26953125|Reconstruction loss: 17258.806640625|KL divergence: 272.46331787109375|Epoch time: 21.35909414291382
Epoch 2|Total loss: 16620.337890625|Reconstruction loss: 16321.72265625|KL divergence: 298.61474609375|Epoch time: 20.72846293449402
Epoch 3|Total loss: 16291.0380859375|Reconstruction loss: 15991.169921875|KL divergence: 299.8684387207031|Epoch time: 23.31404685974121
Epoch 4|Total loss: 15992.69921875|Reconstruction loss: 15694.662109375|KL divergence: 298.0369873046875|Epoch time: 18.449002981185913
Epoch 5|Total loss: 15932.2294921875|Reconstruction loss: 15648.94140625|KL divergence: 283.2878723144531|Epoch time: 18.72582983970642
Epoch 6|Total loss: 15646.8017578125|Reconstruction loss: 15336.30859375|KL divergence: 310.4931335449219|Epoch time: 18.771708250045776
Epoch 7|Total loss: 15526.689453125|Reconstruction loss: 15224.296875|KL divergence: 302.3928527832031|Epoch time: 22.685972929000854
Epoch 8|Total loss: 15434.58203125|Reconstruction loss: 15157.7060546875|KL divergence: 276.87646484375|Epoch time: 18.651686906814575
Epoch 9|Total loss: 15406.23046875|Reconstruction loss: 15128.943359375|KL divergence: 277.2875061035156|Epoch time: 21.78720998764038
Epoch 10|Total loss: 15385.857421875|Reconstruction loss: 15061.9853515625|KL divergence: 323.8718566894531|Epoch time: 21.668190240859985
Epoch 11|Total loss: 15451.00390625|Reconstruction loss: 15104.349609375|KL divergence: 346.65472412109375|Epoch time: 23.43994903564453
Epoch 12|Total loss: 15529.916015625|Reconstruction loss: 15182.341796875|KL divergence: 347.5746154785156|Epoch time: 19.046761989593506
Epoch 13|Total loss: 15189.501953125|Reconstruction loss: 14832.912109375|KL divergence: 356.58978271484375|Epoch time: 19.175901889801025
Epoch 14|Total loss: 15082.609375|Reconstruction loss: 14750.3955078125|KL divergence: 332.2135925292969|Epoch time: 19.280802011489868
Epoch 15|Total loss: 14940.8759765625|Reconstruction loss: 14581.095703125|KL divergence: 359.780029296875|Epoch time: 18.04826807975769
Epoch 16|Total loss: 14948.78515625|Reconstruction loss: 14624.048828125|KL divergence: 324.73638916015625|Epoch time: 20.137163877487183
Epoch 17|Total loss: 14854.8271484375|Reconstruction loss: 14499.458984375|KL divergence: 355.3680114746094|Epoch time: 21.97591996192932
Epoch 18|Total loss: 14683.8046875|Reconstruction loss: 14300.9609375|KL divergence: 382.84368896484375|Epoch time: 19.920668840408325
Epoch 19|Total loss: 14801.6083984375|Reconstruction loss: 14401.197265625|KL divergence: 400.41082763671875|Epoch time: 21.644678831100464
Epoch 20|Total loss: 14656.521484375|Reconstruction loss: 14265.326171875|KL divergence: 391.1952209472656|Epoch time: 21.025547981262207
Epoch 21|Total loss: 14747.724609375|Reconstruction loss: 14340.875|KL divergence: 406.84942626953125|Epoch time: 20.254053831100464
Epoch 22|Total loss: 14656.25|Reconstruction loss: 14249.32421875|KL divergence: 406.9259338378906|Epoch time: 27.3833270072937
Epoch 23|Total loss: 14574.814453125|Reconstruction loss: 14180.876953125|KL divergence: 393.93756103515625|Epoch time: 23.860331058502197
Epoch 24|Total loss: 14586.6240234375|Reconstruction loss: 14173.7294921875|KL divergence: 412.89459228515625|Epoch time: 20.016642093658447
Epoch 25|Total loss: 14703.1943359375|Reconstruction loss: 14294.779296875|KL divergence: 408.4146728515625|Epoch time: 23.413921117782593
Epoch 26|Total loss: 14750.2626953125|Reconstruction loss: 14415.4072265625|KL divergence: 334.85504150390625|Epoch time: 22.110330820083618
Epoch 27|Total loss: 14786.4541015625|Reconstruction loss: 14462.8603515625|KL divergence: 323.593994140625|Epoch time: 22.203125953674316
Epoch 28|Total loss: 14607.580078125|Reconstruction loss: 14266.5751953125|KL divergence: 341.00506591796875|Epoch time: 20.7346670627594
Epoch 29|Total loss: 14553.61328125|Reconstruction loss: 14156.1484375|KL divergence: 397.46441650390625|Epoch time: 22.644527673721313
Epoch 30|Total loss: 14430.287109375|Reconstruction loss: 14033.244140625|KL divergence: 397.04302978515625|Epoch time: 19.41408085823059
Epoch 31|Total loss: 14483.36328125|Reconstruction loss: 14069.9365234375|KL divergence: 413.4264221191406|Epoch time: 21.915620803833008
Epoch 32|Total loss: 14380.7255859375|Reconstruction loss: 13986.21484375|KL divergence: 394.51031494140625|Epoch time: 22.143778800964355
Epoch 33|Total loss: 14457.16015625|Reconstruction loss: 14070.9111328125|KL divergence: 386.2486877441406|Epoch time: 25.65175485610962
Epoch 34|Total loss: 14505.2431640625|Reconstruction loss: 14076.2529296875|KL divergence: 428.989990234375|Epoch time: 20.78856897354126
Epoch 35|Total loss: 14377.1201171875|Reconstruction loss: 13985.1904296875|KL divergence: 391.9299621582031|Epoch time: 21.328042030334473
Epoch 36|Total loss: 14399.06640625|Reconstruction loss: 14017.244140625|KL divergence: 381.8219909667969|Epoch time: 21.47305417060852
Epoch 37|Total loss: 14459.4404296875|Reconstruction loss: 14079.341796875|KL divergence: 380.0984802246094|Epoch time: 20.236963033676147
Epoch 38|Total loss: 14440.919921875|Reconstruction loss: 14032.6328125|KL divergence: 408.287109375|Epoch time: 23.065497159957886
Epoch 39|Total loss: 14331.0791015625|Reconstruction loss: 13919.7265625|KL divergence: 411.3525085449219|Epoch time: 20.87766718864441
Epoch 40|Total loss: 14394.71875|Reconstruction loss: 13980.0048828125|KL divergence: 414.7143249511719|Epoch time: 21.021607875823975
Epoch 41|Total loss: 14333.3486328125|Reconstruction loss: 13908.935546875|KL divergence: 424.4128723144531|Epoch time: 20.27771496772766
Epoch 42|Total loss: 14364.716796875|Reconstruction loss: 13926.689453125|KL divergence: 438.027099609375|Epoch time: 20.192530870437622
Epoch 43|Total loss: 14307.125|Reconstruction loss: 13895.6865234375|KL divergence: 411.43829345703125|Epoch time: 23.916905879974365
Epoch 44|Total loss: 14191.8876953125|Reconstruction loss: 13795.7421875|KL divergence: 396.1455078125|Epoch time: 20.600661993026733
Epoch 45|Total loss: 14196.0546875|Reconstruction loss: 13802.015625|KL divergence: 394.03912353515625|Epoch time: 20.758856058120728
Epoch 46|Total loss: 14223.2373046875|Reconstruction loss: 13791.103515625|KL divergence: 432.1336669921875|Epoch time: 19.38569211959839
Epoch 47|Total loss: 14161.9697265625|Reconstruction loss: 13757.701171875|KL divergence: 404.2689208984375|Epoch time: 19.348994731903076
Epoch 48|Total loss: 14155.615234375|Reconstruction loss: 13742.380859375|KL divergence: 413.234375|Epoch time: 20.192050218582153
Epoch 49|Total loss: 14390.6416015625|Reconstruction loss: 14033.978515625|KL divergence: 356.66351318359375|Epoch time: 18.389230012893677
