1000, 1, 0, 0.01, 0, 7.727603509637831
1000, 1, 0, 0.01, 1, -5.349436053254566
1000, 1, 0, 0.05, 0, 7.856446179851937
1000, 1, 0, 0.05, 1, -7.753497792538134
1000, 1, 0, 0.1, 0, 7.97879785312547
1000, 1, 0, 0.1, 1, -5.165801726033201
1000, 1, 0, 0.25, 0, 7.773102895033183
1000, 1, 0, 0.25, 1, -7.847120906384383
1000, 1, 0, 0.5, 0, 8.17812091700089
1000, 1, 0, 0.5, 1, -7.122940650458924
1000, 1, 0, 0.75, 0, 8.078002273772496
1000, 1, 0, 0.75, 1, -5.602621865531709
1000, 1, 0, 1, 0, 7.866981414389114
1000, 1, 0, 1, 1, -6.709038074307919
1000, 1, 0.01, 0.01, 0, 8.11361785843652
1000, 1, 0.01, 0.01, 1, -6.242085443537472
1000, 1, 0.01, 0.05, 0, 8.901446452743619
1000, 1, 0.01, 0.05, 1, -4.867391350486795
1000, 1, 0.01, 0.1, 0, 7.7998608270629175
1000, 1, 0.01, 0.1, 1, -4.945752910588922
1000, 1, 0.01, 0.25, 0, 8.131741557586091
1000, 1, 0.01, 0.25, 1, -6.287799651646973
1000, 1, 0.01, 0.5, 0, 8.078682944774613
1000, 1, 0.01, 0.5, 1, -5.855740087280066
1000, 1, 0.01, 0.75, 0, 8.076465620429257
1000, 1, 0.01, 0.75, 1, -5.015770803333259
1000, 1, 0.01, 1, 0, 8.033202779981583
1000, 1, 0.01, 1, 1, -5.719626848456943
1000, 1, 0.02, 0.01, 0, 8.095823719937908
1000, 1, 0.02, 0.01, 1, -5.486889435586515
1000, 1, 0.02, 0.05, 0, 8.045412017924713
1000, 1, 0.02, 0.05, 1, -7.941111015758676
1000, 1, 0.02, 0.1, 0, 8.193835100437855
1000, 1, 0.02, 0.1, 1, -7.234628942593746
1000, 1, 0.02, 0.25, 0, 7.7909926921919705
1000, 1, 0.02, 0.25, 1, -8.967070079993018
1000, 1, 0.02, 0.5, 0, 7.5614615402131236
1000, 1, 0.02, 0.5, 1, -5.5444539786524505
1000, 1, 0.02, 0.75, 0, 7.543655338722226
1000, 1, 0.02, 0.75, 1, -7.013272522927438
1000, 1, 0.02, 1, 0, 8.882749829136191
1000, 1, 0.02, 1, 1, -5.915125377500387
1000, 1, 0.03, 0.01, 0, 7.904554463917293
1000, 1, 0.03, 0.01, 1, -5.908258915266864
1000, 1, 0.03, 0.05, 0, 7.724439786815692
