1000, 0, 1.0, 0, 7.779281910489618
1000, 0, 1.0, 1, -5.549331120685875
1000, 0, 1.2, 0, 7.746234207307874
1000, 0, 1.2, 1, -5.680634013221632
1000, 0, 1.4, 0, 8.434650922391445
1000, 0, 1.4, 1, -6.709001972686211
1000, 0, 1.5999999999999999, 0, 8.23008725220504
1000, 0, 1.5999999999999999, 1, -5.918002471976523
1000, 0, 1.7999999999999998, 0, 7.761967545488541
1000, 0, 1.7999999999999998, 1, -5.301455448474907
1000, 0.01, 1.0, 0, 7.919384657619552
1000, 0.01, 1.0, 1, -5.834298287012733
1000, 0.01, 1.2, 0, 8.716522590852843
1000, 0.01, 1.2, 1, -5.342192473121031
1000, 0.01, 1.4, 0, 7.091275415514452
1000, 0.01, 1.4, 1, -5.926674084727001
1000, 0.01, 1.5999999999999999, 0, 6.839474307541501
1000, 0.01, 1.5999999999999999, 1, -5.9048768786455454
1000, 0.01, 1.7999999999999998, 0, 8.038933350854444
1000, 0.01, 1.7999999999999998, 1, -5.544692088977142
1000, 0.02, 1.0, 0, 9.168970190033892
1000, 0.02, 1.0, 1, -6.891050550308678
1000, 0.02, 1.2, 0, 7.701491007440423
1000, 0.02, 1.2, 1, -5.387538393313147
1000, 0.02, 1.4, 0, 8.167376883060534
1000, 0.02, 1.4, 1, -5.997056240643036
1000, 0.02, 1.5999999999999999, 0, 7.36848348183234
1000, 0.02, 1.5999999999999999, 1, -6.152681010106149
1000, 0.02, 1.7999999999999998, 0, 11.186772171458347
1000, 0.02, 1.7999999999999998, 1, -6.465846952078844
1000, 0.03, 1.0, 0, 6.970045488528057
1000, 0.03, 1.0, 1, -6.38116360921382
1000, 0.03, 1.2, 0, 8.114435119847682
1000, 0.03, 1.2, 1, -5.365866640348354
1000, 0.03, 1.4, 0, 7.531002536975339
1000, 0.03, 1.4, 1, -6.504942540295454
1000, 0.03, 1.5999999999999999, 0, 8.74005315530688
1000, 0.03, 1.5999999999999999, 1, -6.849597523295176
1000, 0.03, 1.7999999999999998, 0, 9.537116166713991
1000, 0.03, 1.7999999999999998, 1, -5.758122006770524
1000, 0.04, 1.0, 0, 8.44005885912577
1000, 0.04, 1.0, 1, -6.287060729120826
1000, 0.04, 1.2, 0, 10.87056900362699
1000, 0.04, 1.2, 1, -6.375257834429807
1000, 0.04, 1.4, 0, 11.84096899915571
1000, 0.04, 1.4, 1, -5.482591893928587
1000, 0.04, 1.5999999999999999, 0, 8.114182138060968
1000, 0.04, 1.5999999999999999, 1, -4.640393782948234
1000, 0.04, 1.7999999999999998, 0, 8.137503091292135
1000, 0.04, 1.7999999999999998, 1, -5.041481297860724
1000, 0.05, 1.0, 0, 7.9122566396766265
1000, 0.05, 1.0, 1, -5.710399357529346
