0.1, cifar10, 100, SGD, 0.3040600017011166, 0.29630000159144404, 0, 1, 2.330426058563953, 0.07834963740486425
0.1, cifar10, 100, SGD, 0.43981999742984773, 0.4314999982714653, 0, 1, 2.529821013424333, 0.09157326615520502
0.1, cifar10, 100, SGD, 0.5697199983596801, 0.5480999994277954, 0, 1, 2.6660436845824864, 0.21748199607300514
0.1, cifar10, 100, SGD, 0.6652200009822845, 0.6329000002145767, 0, 1, 3.007655104991051, 0.251850940181059
0.1, cifar10, 100, SGD, 0.7136200015544891, 0.6666000038385391, 0, 1, 2.958260577817887, 0.13010488967106987
0.1, cifar10, 100, SGD, 0.7603599997758865, 0.6970000028610229, 0, 1, 2.975660695085107, 0.12335965015193176
0.1, cifar10, 100, SGD, 0.7459399996995926, 0.6750000029802322, 0, 1, 3.3888436446558394, 0.2843498608840579
0.1, cifar10, 100, SGD, 0.7781599979400635, 0.6898000025749207, 0, 1, 2.948373857139932, 0.08156369952087039
0.1, cifar10, 100, SGD, 0.7970999963283539, 0.7000000023841858, 0, 1, 3.1175522841202463, 0.40598043824118146
0.1, cifar10, 100, SGD, 0.7923999972343445, 0.6813000005483627, 0, 1, 3.1138256874731365, 0.20705428761736763
0.1, cifar10, 100, SGD, 0.8156799982786178, 0.6925999993085861, 0, 1, 2.89144630317196, 0.22624460812908853
0.1, cifar10, 100, SGD, 0.8129599982500076, 0.6869000005722046, 0, 1, 2.8327322621667923, 0.10820165880958621
0.1, cifar10, 100, SGD, 0.8067999985218048, 0.6825000023841858, 0, 1, 3.4884488639052122, 0.5239313635565401
0.1, cifar10, 100, SGD, 0.8606599994897842, 0.7085000038146972, 0, 1, 3.0237726214016503, 0.17587636673405732
0.1, cifar10, 100, SGD, 0.873919998884201, 0.7103000003099441, 0, 1, 2.601455450277373, 0.32171040233602927
0.1, cifar10, 100, SGD, 0.886719999551773, 0.7141000020503998, 0, 1, 3.09565540027837, 0.3396875076900162
0.1, cifar10, 100, SGD, 0.8912200019359588, 0.7136000043153763, 0, 1, 2.9286409920568617, 0.7341480604124215
0.1, cifar10, 100, SGD, 0.8923800004720688, 0.7077000027894974, 0, 1, 2.9237650912524904, 0.2639508065379695
0.1, cifar10, 100, SGD, 0.9054599995613098, 0.7111000019311905, 0, 1, 2.7998496200136374, 0.33524766709980824
0.1, cifar10, 100, SGD, 0.8861600003242492, 0.7018000024557114, 0, 1, 2.898875169476256, 0.3958389009980273
0.1, cifar10, 100, SGD, 0.9139600018262863, 0.711500004529953, 0, 1, 2.5299226212837658, 0.4975193551995658
0.1, cifar10, 100, SGD, 0.9077600013017655, 0.7092000025510788, 0, 1, 2.842755625434527, 0.33337656548911926
0.1, cifar10, 100, SGD, 0.895240001797676, 0.6985000014305115, 0, 1, 2.942919281746483, 0.3712720698773183
0.1, cifar10, 100, SGD, 0.923000000834465, 0.7087999999523162, 0, 1, 2.5563571479596208, 0.3805046471112755
0.1, cifar10, 100, SGD, 0.8858399995565415, 0.701100001335144, 0, 1, 2.8828481823934, 0.09954515034899479
0.1, cifar10, 100, SGD, 0.9236400014162064, 0.7107000041007996, 0, 1, 2.6661654784294555, 0.08443939457322647
0.1, cifar10, 100, SGD, 0.9248200019598007, 0.7075000041723252, 0, 1, 2.3611837019486566, 0.076029586088165
0.1, cifar10, 100, SGD, 0.9222200011014938, 0.7094999992847443, 0, 1, 2.8261530593691675, 0.17080783807922248
0.1, cifar10, 100, SGD, 0.9319600019454956, 0.7151000016927719, 0, 1, 2.453486736112457, 0.2892148611190239
0.1, cifar10, 100, SGD, 0.9401800022125244, 0.7138000041246414, 0, 1, 2.7742995685482055, 0.5578415841918858
0.1, cifar10, 100, SGD, 0.9510400022268295, 0.7209000027179718, 0, 1, 2.6115477158009837, 0.07474681921416254
