0.05, mnist, 100, SGD, 2000, 0.9766166765491168, 0.9764000058174134, 0, 1, 3.0703534693586194, 0.29145600931002186
0.05, mnist, 100, SGD, 2500, 0.980016677180926, 0.9789000064134598, 0, 1, 3.2994251256761458, 0.24302312985599903
0.05, mnist, 100, SGD, 3000, 0.9840666770935058, 0.983600006699562, 0, 1, 2.9236073870207973, 0.40001402227808763
0.05, mnist, 100, SGD, 3500, 0.9870666762193044, 0.985500009059906, 0, 1, 2.8571507377427903, 0.577925885449255
0.05, mnist, 100, SGD, 4000, 0.9914000072081883, 0.9881000071763992, 0, 1, 2.6828058133118824, 0.1448192580803346
0.05, mnist, 100, SGD, 4500, 0.9909666740894317, 0.988500006198883, 0, 1, 2.612066410877494, 0.2582845961077822
0.05, mnist, 100, SGD, 5000, 0.9926833400130272, 0.9896000057458878, 0, 1, 2.6698337636586995, 0.33115643687703716
0.05, mnist, 100, SGD, 5500, 0.9939166723688444, 0.9895000058412552, 0, 1, 2.589827693653462, 0.3235657878349663
0.05, mnist, 100, SGD, 6000, 0.9939666722218196, 0.9892000061273575, 0, 1, 2.5121960552611804, 0.25109324439936
0.05, mnist, 100, SGD, 6500, 0.994383338590463, 0.9892000073194503, 0, 1, 2.670741110999902, 0.21166560626889955
0.05, mnist, 100, SGD, 7000, 0.9921333401401837, 0.9865000075101853, 0, 1, 2.58703346134457, 0.4117233796782106
0.05, mnist, 100, SGD, 7500, 0.9955833373467128, 0.9893000060319901, 0, 1, 2.3002403185545934, 0.40802435118243985
0.05, mnist, 100, SGD, 8000, 0.9957500040531159, 0.990300006866455, 0, 1, 2.205516712518331, 0.37391512873637633
0.05, mnist, 100, SGD, 8500, 0.9964166699846586, 0.990900005698204, 0, 1, 2.51377312064322, 0.2811560738237423
0.05, mnist, 100, SGD, 9000, 0.9954833376407624, 0.9879000073671341, 0, 1, 2.344228928123587, 0.30010312370936415
0.05, mnist, 100, SGD, 9500, 0.9969000028570493, 0.9896000075340271, 0, 1, 2.137242511189066, 0.19020262057757292
0.05, mnist, 100, SGD, 10000, 0.9968500030040741, 0.9902000045776367, 0, 1, 2.3896146219430285, 0.3074832874098626
0.05, mnist, 100, SGD, 10500, 0.997016669511795, 0.9899000054597855, 0, 1, 2.4319562213101498, 0.34567592854365115
0.05, mnist, 100, SGD, 11000, 0.9953000042835871, 0.9880000072717666, 0, 1, 2.20264290154582, 0.45197487106187906
