0.05, cifar10, 100, SGD, 0.18624000012874603, 0.18630000010132788, 0, 1, 1.7054900191437738
0.05, cifar10, 100, SGD, 0.38559999942779544, 0.39029999911785124, 0, 1, 2.0174094669225746
0.05, cifar10, 100, SGD, 0.4767399969100952, 0.46829999595880506, 0, 1, 2.5171096178698877
0.05, cifar10, 100, SGD, 0.5833599978685379, 0.5681999948620796, 0, 1, 2.0937115111276925
0.05, cifar10, 100, SGD, 0.6438000007867813, 0.6253999996185303, 0, 1, 2.5711198590643436
0.05, cifar10, 100, SGD, 0.6853800023794174, 0.6521000021696091, 0, 1, 2.3422635690487525
0.05, cifar10, 100, SGD, 0.7028600038290024, 0.6607000005245208, 0, 1, 2.10400336515513
0.05, cifar10, 100, SGD, 0.7395200009346008, 0.6806000012159348, 0, 1, 2.489868172604871
0.05, cifar10, 100, SGD, 0.7481599997282028, 0.6786000013351441, 0, 1, 2.6350305185841
0.05, cifar10, 100, SGD, 0.7554999986886978, 0.6762000030279159, 0, 1, 2.6512482580603614
0.05, cifar10, 100, SGD, 0.7906599978208542, 0.694500002861023, 0, 1, 1.9458096542525298
0.05, cifar10, 100, SGD, 0.7788399994373322, 0.6815999990701676, 0, 1, 2.985482397247892
0.05, cifar10, 100, SGD, 0.7917399985790252, 0.6827000033855438, 0, 1, 2.6850753383033923
0.05, cifar10, 100, SGD, 0.8303799971342086, 0.7014000040292739, 0, 1, 2.3098355430384165
0.05, cifar10, 100, SGD, 0.8443799991607666, 0.7016000020503997, 0, 1, 2.8470335896361667
0.05, cifar10, 100, SGD, 0.8396999986171723, 0.6981000006198883, 0, 1, 2.551262878569062
0.05, cifar10, 100, SGD, 0.8507599987983704, 0.7050000035762787, 0, 1, 2.34628508792635
0.05, cifar10, 100, SGD, 0.8841599990129471, 0.7136999988555908, 0, 1, 3.9518437031935734
0.05, cifar10, 100, SGD, 0.8745800006389618, 0.7056000030040741, 0, 1, 2.641573779775643
0.05, cifar10, 100, SGD, 0.8928800007104873, 0.7147999978065491, 0, 1, 2.4703782266426293
0.05, cifar10, 100, SGD, 0.8862799993753433, 0.7065000009536743, 0, 1, 2.888561663971802
0.05, cifar10, 100, SGD, 0.8898800003528595, 0.7094000017642975, 0, 1, 3.2949509351961215
0.05, cifar10, 100, SGD, 0.9119200011491776, 0.715200001001358, 0, 1, 2.6032206215429228
0.05, cifar10, 100, SGD, 0.9206400001049042, 0.7208000028133392, 0, 1, 2.4684714636893377
0.05, cifar10, 100, SGD, 0.9104400007724762, 0.7126000046730041, 0, 1, 2.9509482950930686
0.05, cifar10, 100, SGD, 0.9289600023031235, 0.7196000039577484, 0, 1, 2.532039944000174
0.05, cifar10, 100, SGD, 0.8640399992465972, 0.6860999977588653, 0, 1, 2.3063671513992343
0.05, cifar10, 100, SGD, 0.9373800021409988, 0.7214000058174134, 0, 1, 2.7620269182132215
0.05, cifar10, 100, SGD, 0.931360003232956, 0.715000001192093, 0, 1, 2.796152109495912
0.05, cifar10, 100, SGD, 0.9431200022697449, 0.722200002670288, 0, 1, 3.0702481642138246
0.05, cifar10, 100, SGD, 0.9515200024843216, 0.7259000015258789, 0, 1, 2.8623409910768833
