Mutated: 2000, 0.01, 0, 6.4642948708226164
True: 2000, 0.01, 0, 8.39691108178994
Mutated: 2000, 0.01, 1, -6.832162319751021
True: 2000, 0.01, 1, -3.85491488350846
Mutated: 2000, 0.02, 0, 7.4178816381032044
True: 2000, 0.02, 0, 8.18735169273872
Mutated: 2000, 0.02, 1, -4.835448203472629
True: 2000, 0.02, 1, -7.494712678163516
Mutated: 2000, 0.03, 0, 6.324282395510422
True: 2000, 0.03, 0, 7.76652468585615
Mutated: 2000, 0.03, 1, -4.712306387883301
True: 2000, 0.03, 1, -4.525171231056868
Mutated: 2000, 0.04, 0, 6.7611149450161205
True: 2000, 0.04, 0, 7.345665584236769
Mutated: 2000, 0.04, 1, -5.015836112145629
True: 2000, 0.04, 1, -5.454243196484077
Mutated: 2000, 0.05, 0, 6.459774367676337
True: 2000, 0.05, 0, 7.898215569664531
Mutated: 2000, 0.05, 1, -4.925952326379552
True: 2000, 0.05, 1, -5.610532310281174
Mutated: 2000, 0.1, 0, 6.6907289189932415
True: 2000, 0.1, 0, 8.263802657976788
Mutated: 2000, 0.1, 1, -3.4132986805842824
True: 2000, 0.1, 1, -5.687038971145946
Mutated: 2000, 0.15, 0, 6.568113971955552
True: 2000, 0.15, 0, 7.725104560861171
Mutated: 2000, 0.15, 1, -4.027869155470899
True: 2000, 0.15, 1, -6.285456404836378
Mutated: 2000, 0.2, 0, 6.442805733879007
True: 2000, 0.2, 0, 7.7554343439461695
Mutated: 2000, 0.2, 1, -3.899025454226826
True: 2000, 0.2, 1, -3.616321481473903
Mutated: 2000, 0.3, 0, 7.400217782304284
True: 2000, 0.3, 0, 8.211190776925323
Mutated: 2000, 0.3, 1, -3.2687051467629966
True: 2000, 0.3, 1, -5.162389919262955
Mutated: 2000, 0.4, 0, 6.806633101335137
True: 2000, 0.4, 0, 8.653944836476846
Mutated: 2000, 0.4, 1, -4.588539178647914
True: 2000, 0.4, 1, -4.646675713513545
Mutated: 2000, 0.5, 0, 6.693924691844068
True: 2000, 0.5, 0, 8.400641959086618
Mutated: 2000, 0.5, 1, -3.2448106278817432
True: 2000, 0.5, 1, -4.925524922313446
