1000, 1, 0, 0.01, 0, 1.0079565586457284
1000, 1, 0, 0.01, 1, 1.1032224525502843
1000, 1, 0, 0.05, 0, 1.014804408115054
1000, 1, 0, 0.05, 1, 1.1154878360813394
1000, 1, 0, 0.1, 0, 1.002917991168043
1000, 1, 0, 0.1, 1, 1.1010109406418984
1000, 1, 0, 0.25, 0, 1.007411182013978
1000, 1, 0, 0.25, 1, 1.194143905671545
1000, 1, 0, 0.5, 0, 1.0015757234773703
1000, 1, 0, 0.5, 1, 1.1025947893177546
1000, 1, 0, 0.75, 0, 1.007907341358704
1000, 1, 0, 0.75, 1, 1.1169442432017285
1000, 1, 0, 1, 0, 1.0027558012890052
1000, 1, 0, 1, 1, 1.0989030382602367
1000, 1, 0.01, 0.01, 0, 1.018337364414216
1000, 1, 0.01, 0.01, 1, 1.0922032205123995
1000, 1, 0.01, 0.05, 0, 1.0266336088875163
1000, 1, 0.01, 0.05, 1, 1.100309127881727
1000, 1, 0.01, 0.1, 0, 1.0569249683557065
1000, 1, 0.01, 0.1, 1, 1.087405792793945
1000, 1, 0.01, 0.25, 0, 1.1228600844182037
1000, 1, 0.01, 0.25, 1, 1.0325006872576918
1000, 1, 0.01, 0.5, 0, 1.2525663003966965
1000, 1, 0.01, 0.5, 1, 1.004244810218631
1000, 1, 0.01, 0.75, 0, 1.1955041979276408
1000, 1, 0.01, 0.75, 1, 0.9549710632973651
1000, 1, 0.01, 1, 0, 1.2401723854181808
1000, 1, 0.01, 1, 1, 0.9441392833579377
1000, 1, 0.02, 0.01, 0, 1.0116436107093723
1000, 1, 0.02, 0.01, 1, 1.1381118419868994
1000, 1, 0.02, 0.05, 0, 1.0392406659102704
1000, 1, 0.02, 0.05, 1, 1.0663790610302286
1000, 1, 0.02, 0.1, 0, 1.0980521180007208
1000, 1, 0.02, 0.1, 1, 1.0750788585149962
1000, 1, 0.02, 0.25, 0, 1.1699795088556217
1000, 1, 0.02, 0.25, 1, 1.0164636134361686
1000, 1, 0.02, 0.5, 0, 1.2960179691450995
